order,taskQuestion,correctAnswer,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
182,هو المغنية رايحة الحفلة؟,9,BVA.26,كل مغنية مشهوره بتهيء نفسها قبل الحفلة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
183,,,in-situ.87,هو كان الشاعر المعروف بيغازل مين في المهرجان الصيفي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
184,,,incongruent.42,هو بعت الجواب من غير سلم.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
185,,,BVA.56,كل رياضي متحمس بيعاين نفسه بعد المباراة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
186,هو الساندوتش كان ساندوتش جبنة بالطماطم؟,7,congruent.12,أنا طلبة ساندوتش جبنة بالزتون.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
187,,,yn.34,هو كانت الموظفة الشقيانة بتساعد المدير في المشروع المتأخر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
188,,,Control.57,لما أنا كنت في المؤتمر السفير القى كلمة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
189,,,cleft.53,مين الي كانت البنت الجعانة مستنياه في المطعم الهندي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
190,هو المربية مسؤولة؟,9,NP.41,كل مربية مسؤوله بتتحمل الاهل عشان الولاد.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
191,,,Control.27,لما أنا كنت في المكتب المترجمة ترجمت الوثائق.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
192,,,in-situ.78,هو كان المصور الفنان بيصور ايه على مسرح القاعة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
193,,,incongruent.57,جرا الرياضي اخر ربع صيد.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
194,,,RA.87,الممثل المغرور بيمدح نفسه بعد العرض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
195,هو كان المخرج الفرنسي بيعرض افلام في فرنسا؟,7,yn.19,هو كان المخرج الفرنسي بيعرض افلام في المجتمع العربي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
196,,,BA.12,لما هي كانت في الصالون الكوافيرة ظبطت الزبونة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
197,,,NP.72,كل ممثل متحمس بيحفز المدرب قبل المسرحيه.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
198,,,congruent.27,المركب اختفت في الشبورة الكثيفة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
199,,,RA.12,الأم القلوقة بتحاسب نفسها على الحوادث.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
200,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,,,BA.10,لما هي كانت في المدرسة الام ودعت الولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
202,,,cleft.49,مين الي كان الشخص العيان مستنيه في المستشفى الصغيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
203,,,incongruent.55,المحاضرة مفروض تكون حوالي ساعة فضاء.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
204,هو الست المستعجله كانت في المتحف؟,7,cleft.50,ايه الي كانت الست المستعجله بتشوفه في السوبرماركت الجديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
205,,,BVA.54,كل موظف مركز بينتقد نفسه بعد المشروع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
206,,,in-situ.85,هو كان المدرس الشديد بيهزء مين في الصف الصبح؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
207,,,incongruent.40,هو اشتراها من محل الضغط.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
208,,,Control.55,لما أنا كنت في الطوارئ الجراح انقذ العجوز.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
209,,,NP.70,كل باريستا محترف بيطور الموظفين عشان الزباين.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
210,هو العرض كان في متحف؟,7,Control.25,لما أنا كنت في العرض المصممه عرضت التصاميم.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
211,,,BVA.24,كل دكتورة تجميل بتجمل نفسها عشان التسويق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
212,,,yn.24,هو كان الراجل المحترم بيحب وحده من بنات الجيران؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
213,,,BA.40,لما هو كان في المعمل العالم علم المساعد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
214,,,NP.39,كل مستشاره متعمقة بتهلك الفريق عشان العميل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
215,هو اسمي كان في اللستة؟,9,congruent.10,حطيت اسمي في اللستة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
216,,,RA.85,الدكتور الحريص بيعقم نفسه قبل العمليات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
217,,,yn.16,هو كانت الام المرتبة بتحضر العفش في البيت الجديد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
218,,,congruent.25,عازف الؤرج عزف مع مغنين الكنيسة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
219,هو المديرة الطموحة بترشح نفسها؟,9,RA.10,المديرة الطموحة بترشح نفسها عشان المركز.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
220,,,in-situ.76,هو كانت المعلمة الذكية بتقره ايه في المكتبه الهادية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
221,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,هو الأب قطع الديك الرومي؟,9,incongruent.38,الأب قطع الديك الرومي بشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
223,,,cleft.45,مين الي كان الحرامي المسجون سارئ من سكان الكمبوند؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
224,,,NP.68,كل مدرس مضغوط بيريح الطلاب بعد الامتحانات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
225,,,BA.38,لما هو كان في البيت الكهربائي حاسب الاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
226,,,RA.08,المسجونة الندمانة بتسامح نفسها بعد الخروج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
227,هو المدير كان بيكتب الملاحظات؟,7,Control.23,لما أنا كنت في الأجتماع السكرتيره كتبت الملاحظات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
228,,,yn.21,هو كان البلوجر الغيور فضح البنت في البوست الطويل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
229,,,BVA.22,كل طالبة مجتهدة بتكافئ نفسها بعد الحصة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
230,,,incongruent.53,المركب عدت بسهولة من تحت الدقيقة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
231,,,BVA.52,كل مغني مغرور بيحب نفسه في الاستعراض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
232,,,in-situ.83,هو كانت العجوزة العصبية بتهزء مين في سوق القماش؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
233,,,NP.37,كل ملكة مخلصة بتحسن الجيش عشان الشعب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
234,هو الكهربائي بيشتغل في محل الكترونيات؟,9,in-situ.74,هو كان الكهربائي الكويس بيصلح ايه في محل الالكترونيات؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
235,,,Control.53,لما أنا كنت في المطار الطيار جهز الطيارة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
236,,,RA.83,الطالب المتوتر بيطمن نفسه بعد المذاكرة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
237,,,congruent.23,السماد الزراعي بيقوي التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
238,,,cleft.46,ايه الي كان المذيع اللبق بيسأله على الاذاعة الصباحية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
239,هي الست قبلت الاسعار؟,7,BA.8,لما هي كانت في السوق الخياطة فاصلت البياع.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
240,,,yn.14,هو كانت الشيف المحبوبة طبخه جمبري في البرنامج المباشر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
241,,,congruent.08,عمر كتبلها جواب حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
242,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,,,yn.12,هو كانت الدكتورة الجامعية بتناقش النظرية في المؤتمر العلمي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
244,,,NP.35,كل طفلة شقيه بتخبي الصحاب من العقاب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
245,,,BA.36,لما هو كان في المدرسة الناظر عاقب الطلاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
246,هو جو بيلعب كورة؟,9,incongruent.36,أثناء الكورة جو لوى فلوسه.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
247,هي المذيعة بتشتغل في ستوديو؟,9,BA.6,لما هي كانت في الاستوديو المذيعة حيت الجمهور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
248,,,BVA.50,كل اهوجي تعبان بيشرب نفسه من القهوة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
249,,,congruent.21,الموظف ملا العربية بنزين.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
250,,,Control.51,لما أنا كنت في الملعب المدرب علم اللعيبة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
251,,,cleft.31,ايه الي كان الجار الودود اخده من الجران الجداد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
252,,,incongruent.51,السنة الدراسية بتبدأ في الجسر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
253,,,RA.81,المريض المعدي بيحبس نفسه في الحجر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
254,,,in-situ.72,هو كانت الأم الحنونة بتحضن مين في المدرسة الابتدائية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
255,,,NP.66,كل مهندس ذكي بيجهز العمال قبل المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
256,,,Control.21,لما أنا كنت في المعرض الرسامه عرضت اللوح.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
257,هو الجد زعق للطفل عشان يعيط؟,7,cleft.43,مين الي كان الجد الحنون بيحضنه عشان يبطل عياط؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
258,,,congruent.06,خلال الفيلم اكلنا فشار بالزبدة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
259,,,yn.09,هو كانت البطلة الشجاعة بتحارب بتركيز في آخر رواية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
260,,,BVA.20,كل ممثلة قديرة بتكرر نفسها في الأدوار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
261,,,in-situ.70,هو كان الدكتور المشغول بيعالج ايه في عيادة العظام؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
262,هو الوزيرة الجديدة بتتجنب خطابها؟,7,RA.06,الوزيرة الجديدة بتكلم نفسها قبل الخطاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
263,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,,,RA.79,الاب الغايب بيلوم نفسه على الغياب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
265,هو المضيفة اهملت المسفرين؟,7,BA.4,لما هي كانت على الطيارة المضيفة ساعدت المسافرين.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
266,,,yn.10,هو كانت الوزيرة المرشحة بتقترح قوانين في خطبها الاخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
267,,,BVA.48,كل راقص متمرس بيصور نفسه في التمارين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
268,هو الطباخ عنده مطبخ جديد؟,9,in-situ.68,هو كان الطباخ المحترف بيجهز ايه في المطبخ الجديد؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
269,,,incongruent.34,بلال حط صلصة على المرض.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
270,,,Control.49,لما أنا كنت في المحطة الضابط حل القضية.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
271,,,NP.64,كل صيدلي عيان بيعالج العيانين في الصيدلية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
272,,,cleft.29,ايه الي كان الممرض القلوق بيراجعه قبل النبطشية الجيه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
273,هو جمانة كذابة؟,7,congruent.04,أختي جمانة مبتعرفش تكذب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
274,,,NP.33,كل عالمة حريصة بتحمي المشتركين قبل التجارب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
275,هو الوقعة عورت أدم؟,9,congruent.19,أدم وقع وسلخ ركبته.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
276,,,BVA.18,كل مريضة متوترة بتطمن نفسها بعد العلاج.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
277,,,yn.05,هو كان السباح المتحمس بينافس مين في البطولة الافريقية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
278,,,incongruent.49,هي لبست جزمة بكعب ختم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
279,,,BA.34,لما هو كان في المحكمة القاضي عاقب المجرم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
280,,,cleft.41,مين الي كانت الكوفايرة المتمرسة بتعتبره من الزباين المزعجين؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
281,,,Control.19,لما أنا كنت في المستشفى الصيدلانية صرفت الادوية.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
282,,,in-situ.66,هو كان الصياد الشجاع بينقذ مين من نص البحر؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
283,,,RA.04,الشيف المحترفة بتأكل نفسها من الأكل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
284,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,,,cleft.39,مين الي كانت الملكة العادله بتفضله من الوزرة الملكيين؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
286,,,BVA.46,كل موظف شقيان بيكافئ نفسه بعد المشروع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
287,هو المحاسبة الجديدة بتهتم بالتفوق؟,9,NP.31,كل محاسبة جديدة بتعلم القسم عشان التفوق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
288,,,in-situ.62,هو كانت البنت النشيطة بطارد مين في جنينة الحي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
289,,,congruent.17,نيويورك مدينة مزعجة و زحمة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
290,,,yn.03,هو كان المذيع السياسي بينقد البلاغ في المقابلة الأخيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
291,,,RA.77,الرياضي المهتم بيحسن نفسه قبل المسابقة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
292,هو الفرقة كانت بتعزف في الطابور الصبح؟,7,cleft.27,ايه الي كانت المدرسة البشوشه بتغنيه في الطابور الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
293,,,BA.2,لما هي كانت في الحضانة المدرسة علمت الاطفال.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
294,,,in-situ.65,هو كان الولد الشقي بيكسر ايه في أوضة اللعب؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
295,,,Control.47,لما أنا كنت في المكتب المحاسب راجع الحسابات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
296,,,RA.02,الرياضية الأولمبية بتشوف نفسها في الجرنان.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
297,هو الطباخة علمت المحترفين؟,7,Control.17,لما أنا كنت في المطبخ الطباخة علمت المبتدئين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
298,,,yn.06,هو كانت الطالبة المجتهدة بتذاكر الاسهل من المواد الصعبة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
299,,,incongruent.47,سيف ملى القلم باللبن.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
300,,,BVA.17,كل دكتورة كبيرة بتعالج نفسها في المستشفى.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
301,,,NP.62,كل موسيقار حساس بيسمع الفرقة في التسجيلات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
302,,,incongruent.32,بعد العشا هما غسلوا الجنينة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
303,,,BA.32,لما هو كان في الموقع المهندس لاحظ الفورمن.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
304,هو مريم غسلت سنانها؟,9,congruent.02,مريم بتغسل سنانها بعد كل وجبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
305,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,,,in-situ.90,هو كان المراهق الشيطان بيضرب مين في شارع الحي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
307,,,congruent.15,المتسكل ممكن يعمل دوشة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
308,,,NP.75,كل شخص جبان بيشجع الولاد قبل المواجهة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
309,هو الست اتكلمت كتير في عزومة العيلة؟,9,in-situ.82,هو كانت الست الرغايه بتقول ايه في عزومة العيلة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
310,,,Control.60,لما أنا كنت في المصنع النجار عمل ترابيزة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
311,,,RA.90,المدمن المتعالج بيعاقب نفسه عشان الغلط.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
312,,,incongruent.45,من سوء الحظ المشي تحت المراكب.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
313,هو المريضة لازم تاكل عشان تتحسن؟,9,yn.25,هو كانت المريضة الجعانة بتاكل كويس عشان تتحسن حالتها؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
314,,,BA.45,لما هو كان في القسم الضابط حيا النقيب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
315,,,cleft.57,مين الي كان الراجل الشبعان مستنيه عند كاشير المطعم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
316,,,BVA.29,كل رسامة مبهرة بتنظف نفسها بعد الرسم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
317,,,BA.15,لما هي كانت في الكنيسة الراهبة كلمت البابا.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
318,,,congruent.30,امبارح هما جديفو المركب في النهر.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
319,هو الممثلة الصوتية بتسمع صحبها؟,7,RA.15,الممثلة الصوتية بتسمع نفسها في الافلام.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
320,,,incongruent.60,بيسخنو البسين بالطاقة الفلفلية.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
321,,,BVA.59,كل كاتب محبوب بيتحدى نفسه عشان يتحسن.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
322,,,cleft.60,ايه الي كان الطالب الذكي بيحله في قاعة الامتحان؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
323,هو الخياطة قطعت الفستان؟,7,Control.30,لما أنا كنت في المشغل الخياطة جهزت الفستان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
324,,,NP.44,كل ممثلة مخلصة بتغير الشخصيه عشان الدور.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
325,,,yn.37,هو كانت الشاعرة الحساسة بتوصف الوطن في الديوان المشهور؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
