taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,6,congruent.18,小王 站上了 洗手间 的 体重秤。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.63,那个 演员 签字 的时候 说 自己 练了 潇洒的 签名。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,thehell.48,丽萨 想知道 那个 化工的 企业 到底 捐了 什么 给 郊区的 工人。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.108,每个 兽医 诊治 的时候 都 说 外科医生 见了 众多的 病人。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,yesno.63,罗莎 想知道 那个 市场的 托尼 发了 那张 传单 给 警局的 哈维 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.33,那个 收银 逛街 的时候 说 医护人员 闯了 不少的 红灯。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
木匠是学校的木匠吗？,7,6,insitu.33,琳达 想知道 那个 工厂的 木匠 借了 什么 给 外科的 医生。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.78,每个 美工 作画 的时候 都 说 自己 找了 可靠的 参考。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
摩托车会发出很多香味吗？,7,6,incongruent.15,摩托车 会 发出 很多 毛发。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,yesno.30,贝尔 想知道 那个 面包的 师傅 买了 那件 雨衣 给 警局的 侦探 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.75,那个 会长 聚会 的时候 说 自己 喝了 醇厚的 白酒。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,yesno.75,阿秋 想知道 那个 街区的 居民 分了 那袋 猫粮 给 站点的 小猫 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
他们昨天去划船了吗？,9,6,congruent.30,他们 昨天 去 划了 船。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,thehell.60,保罗 想知道 那个 球队的 球员 到底 带了 什么 给 学院的 画家。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.120,每个 机务 检修 的时候 都 说 油车司机 装了 足够的 燃油。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,insitu.90,杰瑞 想知道 那个 医院的 医生 买了 什么 给 公寓的 邻居。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.30,每个 木匠 做工 的时候 都 说 自己 用了 合适的 工具。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.15,露丝 想知道 那个 剧场的 导演 到底 还了 什么 给 舞剧的 演员。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition4.105,那个 技师 修脚 的时候 说 理发师傅 听了 劲爆的 八卦。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.60,他们 用 太阳能 加热了 壁炉。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.90,每个 律师 出庭 的时候 都 说 自己 做了 充分的 准备。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
理财顾问买了最差的股票吗？,7,6,condition4.45,那个 高管 炒股 的时候 说 理财顾问 买了 最好的 股票。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.45,路上 看见 黑猫 会 带来 拖拉机。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.15,那个 作家 出书 的时候 说 自己 用了 精致的 钢笔。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
僧侣祷告了吗？,9,6,condition3.60,每个 僧侣 祷告 的时候 都 说 寺院住持 拜了 庄严的 佛像。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,insitu.45,杰克 想知道 那个 化学的 博士 退了 什么 给 网店的 专员。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,condition3.58,每个 官员 请客 的时候都 说 行政总裁 点了 多汁的 牛排。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.43,他 新鞋子的 大小 不潇洒。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
保姆打扫了吗？,9,6,BVA.28,每个 保姆 打扫 的时候 都 说 自己 说 了 大量的 问候。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.13,凯恩 想知道 那个 餐厅的 店员 到底 端了 什么 给 老板的 客人。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.13,那个 导游 带团 的时候 说 自己 看了 未来的 天气。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.118,每个 队医 巡视 的时候 都 说 跟队护士 带了 干净的 纱布。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.88,每个 新娘 结婚 的时候 都 说 自己 穿了 美丽的 婚纱。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,insitu.43,米娅 想知道 那个 电影的 编剧 寄了 什么 给 剧院的 舞者。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
小男孩喜欢打篮球吗？,7,6,congruent.28,小男孩 喜欢 踢 足球。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.58,马克 想知道 那个 视频的 剪辑 到底 读了 什么 给 网站的 美工。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.73,那个 大师 开班 的时候 说 自己 收了 好学的 学生。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,yesno.73,老郭 想知道 那个 酒厂的 厂长 还了 那张 名片 给 楼房的 销售 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.43,那个 博士 读书 的时候 说 指导老师 找了 大量的 文献。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
杰克点了汉堡吗？,9,6,incongruent.13,杰克 在餐厅 点了 一份 汉堡 和 一份 电脑。,24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,insitu.88,卡尔 想知道 那个 剧场的 观众 捐了 什么 给 广州的 孤儿。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.58,今年的 冬天 十分的 寒冷。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
保洁是医院的保洁吗？,7,6,yesno.28,小梁 想知道 那个 公园的 保洁 捐了 那捆 衣服 给 乡村的 学生 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.103,那个 模特 走秀 的时候 说 封面女郎 穿了 飘逸的 裙子。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
主持念词了吗？,9,6,condition4.34,那个 主持 念词 的时候 说 表演指导 用了 深刻的 感情。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,insitu.79,雪莉 想知道 那个 长沙的 导演 寄了 什么 给 重庆的 演员。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
妈妈说自己炒了红色的鸡蛋吗？,7,6,RA.04,那个 妈妈 做饭 的时候 说 自己 炒了 金黄的 鸡蛋。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.34,布莱恩 在 他的 牛排上 倒了 汽油。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,BVA.19,每个 演员 表演 的时候 都 说 自己 上了 神圣的 舞台。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.49,丹尼 想知道 那个 网游的 美术 到底 丢了 什么 给 软件的 码农。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.109,每个 园丁 浇花 的时候 都 说 古董玩家 买了 陶瓷的 水壶。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.79,每个 司仪 主持 的时候 都 说 自己 找了 最好的 会场。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.04,老李 想知道 那个 学校的 老师 到底 教了 什么 给 老范的 学生。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition4.94,那个 养父 做饭 的时候 说 食堂厨师 学了 全新的 菜谱。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,yesno.19,卡尔 想知道 那个 公司的 顾问 还了 那份 合同 给 员工的 客户 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,congruent.49,她 穿上了 她的 高跟鞋。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,yesno.64,汉娜 想知道 那个 寺院的 小李 捐了 那笔 善款 给 车站的 露娜 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
贝蒂永远学不会睡觉吗？,9,6,incongruent.04,贝蒂 永远 学不会 睡觉。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,condition3.49,每个 士兵 打仗 的时候 都 说 特种部队 做了 可怕的 噩梦。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
雷伊摔倒后坐在了沙发上吗？,7,6,congruent.19,雷伊 摔倒后 坐在了 地上。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,insitu.34,亚当 想知道 那个 网店的 店主 送了 什么 给 广告的 专家。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.64,那个 球员 输球 的时候 说 自己 差了 些许的 运气。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
老师备课了吗？,9,6,RA.10,那个 老师 备课 的时候 说 自己 写了 详尽的 讲义。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.10,我 把 我的 名字 加到了 火星上。,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,6,condition3.115,每个 探员 办案 的时候 都 说 主管部门 写了 详实的 报告。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
店长是餐厅的店长吗？,7,6,insitu.40,帕克 想知道 那个 超市的 店长 订了 什么 给 小学的 导员。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.55,那场 讲座 持续了 一个小时。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.70,那个 警察 巡逻 的时候 说 自己 吃了 简单的 晚饭。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,congruent.25,小提琴家 演奏了 神圣的 歌曲。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,condition4.40,那个 船员 登船 的时候 说 跟队记者 吃了 白色的 药片。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.10,雪莉 想知道 那个 家庭的 邻居 到底 喂了 什么 给 汤姆的 孩子。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
翻译说企业顾问记了满满的笔记吗？,9,6,condition3.55,每个 翻译 工作 的时候 都 说 企业顾问 记了 满满的 笔记。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,insitu.85,凯特 想知道 那个 礼物的 主人 退了 什么 给 法国的 学生。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.25,每个 机长 起飞 的时候 都 说 自己 戴了 炫酷的 墨镜。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,yesno.70,约翰 想知道 那个 苏州的 艾比 送了 那盒 月饼 给 超市的 商人 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.100,那个 保洁 打扫 的时候 说 隔壁大妈 洗了 红色的 抹布。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
店员是咖啡店的店员吗？,7,6,yesno.25,吉米 想知道 那个 花店的 店员 寄了 那瓶 香水 给 学校的 老师 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.40,他 从 糖果店 买了 母牛。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,thehell.55,凯伦 想知道 那个 乐队的 指挥 到底 端了 什么 给 剧场的 保安。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,BVA.85,每个 裁缝 缝纫 的时候 都 说 自己 用了 传统的 方法。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工人是在工厂工作的吗？,7,6,yesno.22,张三 想知道 那个 工地的 工人 留了 那盏 台灯 给 老婆的 工头 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.37,那个 实习 离职 的时候 说 行政专员 写了 真诚的 信件。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.52,卫生间 的 水龙头 坏了。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,condition3.112,每个 鞋匠 制鞋 的时候 都 说 皮衣工匠 用了 高级的 皮革。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
教练是篮球教练吗？,7,6,insitu.37,艾莎 想知道 那个 鱼店的 老板 读了 什么 给 瑜伽的 教练。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.82,每个 导师 授课 的时候 都 说 自己 写了 细致的 教案。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.07,艾米莉 把 麦片 倒在了 天上。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,condition4.97,那个 乘客 出行 的时候 说 地铁司机 戴了 崭新的 口罩。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.52,菲尔 想知道 那个 电台的 主播 到底 喂了 什么 给 人事的 宠物。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.37,每周一 园丁 都 会 打扫 鸡排。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
导演说自己选了正确的明星吗？,9,6,BVA.22,每个 导演 演出 的时候 都 说 自己 选了 正确的 明星。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,insitu.82,凯恩 想知道 那个 菜场的 摊贩 配了 什么 给 球场的 球童。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.07,那个 教授 锻炼 的时候 说 自己 穿了 崭新的 卫衣。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
粉丝是女主的粉丝吗？,9,6,thehell.07,鲍勃 想知道 那个 电影的 主角 到底 丢了 什么 给 女主的 粉丝。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.52,每个 专家 宣传 的时候 都 说 项目团队 做了 十足的 准备。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,yesno.67,亨利 想知道 那个 影厅的 小丽 卖了 那只 热狗 给 泳池的 员工 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.67,那个 牙医 手术 的时候 说 自己 做了 彻底的 清洁。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,congruent.22,那个 男孩 帮 小李 洗了 车。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,BVA.24,每个 侦探 开车 的时候 都 说 自己 用了 强劲的 引擎。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.24,那个 妈妈 喂了 新出生的 小孩。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,insitu.84,露丝 想知道 那个 包厢的 富豪 带了 什么 给 美国的 客户。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.84,每个 牧师 传教 的时候 都 说 自己 带了 精美的 书籍。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,thehell.54,露娜 想知道 那个 公司的 实习 到底 送了 什么 给 婚礼的 司仪。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
玩家说游戏角色杀了重要的敌人吗？,9,6,condition4.39,那个 玩家 体验 的时候 说 游戏角色 杀了 重要的 敌人。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,yesno.69,诺亚 想知道 那个 机房的 老师 借了 那副 墨镜 给 花店的 实习 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.39,弗雷德 把 鸡蛋 放上了 水果。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
药师是医学院的药师吗？,7,6,yesno.24,王五 想知道 那个 药店的 药师 配了 那个 药方 给 院长的 病人 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.69,那个 观众 入场 的时候 说 自己 读了 冗长的 须知。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.114,每个 教官 训练 的时候 都 说 部队新兵 吃了 不少的 苦头。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,thehell.09,米奇 想知道 那个 商场的 销售 到底 卖了 什么 给 玛丽的 邻居。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.09,那个 画家 作画 的时候 说 自己 挑了 好用的 颜料。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
他买的是一瓶汽水吗？,7,6,incongruent.09,他 给 家里 买了 一块 城堡。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,condition3.54,每个 厂长 上任 的时候 都 说 煤矿工人 听了 中肯的 建议。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,congruent.54,那个 粗心的 吸烟者 在森林里 造成了 一场 大火。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
商人是珠宝的商人吗？,9,6,insitu.39,黛西 想知道 那个 珠宝的 商人 留了 什么 给 摄影的 导师。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,condition4.99,那个 网管 上网 的时候 说 电脑黑客 设了 安全的 密码。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
