order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
183, ,,1,NP.05,"I don't know what, but Mandy says that she memorized something from the file.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
184, ,,1,congruent.24,"I didn't admire anyone, but Mandy said that she admired an executive from the company.",4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
185, ,,1,yn.38,"I don't know who, but Thomas said that he offended someone at the bar.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
186, ,,1,fronting.15,Hannah wondered what the poem by the singer won.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
187, ,,1,BVA.37,The careless smoker caused a forest thunder.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
188,Did Laura reprimand someone?,9,1,cleft.61,"I didn't reprimand anyone, but Laura says that she reprimanded someone at the office.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
189,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190, ,,1,BA.20,"I didn't wash anything, but Clark claims that he washed something for the neighbor.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
191, ,,1,RA.23,He bought them in the candy pressure.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
192, ,,1,Control.40,"I don't know its title, but Audrey says that she traded a DVD for the book.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
193, ,,1,NP.48,"I don't know who, but Kyle says that he befriended someone from the facility.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
194,Did Duke eat the pie?,7,1,yn.46,"I didn't smuggle anything, but Duke says that he smuggled an artifact into the country.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
195, ,,1,BVA.32,Samantha wondered if the presentation by the architects facilitated the new contract.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
196, ,,1,fronting.18,Did the picture of the victim impress the editor?,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
197, ,,1,incongruent.40,I added my name to the list.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
198,Was there a presentation about the climate?,9,1,cleft.63,What did the presentation about the climate predict?,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
199, ,,1,Control.55,"I didn't search anyone, but Erin says that she searched someone at the airport.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
200, ,,1,BVA.03,Jennifer wondered who the performance of the play electrified.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
201,Was there a protest?,9,1,incongruent.55,Did the protest against the government interrupt the annual conference?,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
202, ,,1,BA.18,"I don't know what, but Breanne claims that she rented something from the company.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
203, ,,1,yn.43,The lecture should last about one space.,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
204,Did Kristin buy a car?,7,1,NP.49,"I didn't caution anyone, but Kristin claims that she cautioned a pedestrian near the pothole.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
205, ,,1,RA.16,Who did the movie about the genocide scare?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
206, ,,1,fronting.08,The organist accompanied the church choir.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
207,Was there a problem with the book?,7,1,congruent.10,Elizabeth wondered what the problem with the engine prevented.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
208, ,,1,cleft.85,"I don't know her name, but Tim claims that he briefed a prosecutor about the case.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
209, ,,1,congruent.25,Savannah wondered if the painting of the wreckage startled the visitor.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
210,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211, ,,1,BVA.84,The pigs wallowed in the drawer.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
212,Did Troy escort someone to the fundraiser?,9,1,incongruent.56,"I don't know who, but Troy says that he escorted someone to the fundraiser.",23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
213, ,,1,RA.12,"I don't know its size, but Diane says that she repaired a truck after the meeting.",66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
214, ,,1,fronting.10,Maria wondered who the portrait of the clowns scared.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
215,Did Emmay design something for the show?,9,1,Control.56,"I didn't design anything, but Emma said that she designed something for the show.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
216, ,,1,cleft.86,"I don't know her name, but Brandon says that he quoted a poet in the report.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
217, ,,1,congruent.11,The racing cars received the checkered flag.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
218, ,,1,yn.47,"I didn't rescue anyone, but Brenda said that she rescued someone from the elevator.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
219,Was the question from the lawyer?,7,1,BVA.35,Sarah wondered if the question from the chemist revealed the error.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
220, ,,1,incongruent.41,What did the protest by the workers challenge?,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
221, ,,1,NP.51,"I didn't build anything, but Dan said that he built a model over the break.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
222,Was there a poster?,9,1,fronting.20,Did the poster of the championship inspire the team?,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
223,Was the recipe by the chef?,7,1,NP.50,Sophia wondered what the recipe by the farmer required.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
224, ,,1,BA.21,"I didn't impress anyone, but Melissa claims that she impressed a comedian with the impersonations.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
225, ,,1,cleft.64,"I don't know what, but Bill said that he lost something after the party.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
226, ,,1,BA.22,Did the rejection of the treaty hurt the trade agreements?,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
227, ,,1,RA.63,I like hot fudge with ice cream.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
228, ,,1,congruent.26,He loosened the tie around his horses.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
229, ,,1,Control.41,Who did the plan for the battle dissatisfy?,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
230, ,,1,yn.44,Haley wondered if the poem about the pond confused the students.,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
231,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232, ,,1,congruent.12,The sprinter ran the last quarter hunt.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
233, ,,1,cleft.65,Did the statement about the investigation complicate the election?,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
234,Was the speech about the law?,9,1,congruent.27,Taylor wondered what the speech about the law incited.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
235, ,,1,BVA.90,"I don't know what, but Hector claims that he guards something near the campus.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
236,Was the president re-elected?,7,1,yn.48,Did the report about the hearing anger the president?,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
237,Did Linda record the show?,7,1,RA.43,"I don't know his name, but Linda said that she corrected a student during the speech.",66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
238, ,,1,Control.42,"I didn't recognize anyone, but Karen says that she recognized someone at the party.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
239, ,,1,NP.57,I ordered a ham and cheese sandwich.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
240, ,,1,yn.45,He mailed the letter without a ladder.,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
241, ,,1,Control.57,"I didn't endorse anyone, but Susan claims that she endorsed a candidate at the rally.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
242,Did Lauren read something?,9,1,fronting.11,"I didn't read anything, but Lauren claims that she read something in the library.",144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
243, ,,1,RA.06,Who did the proof of the theorem fascinate?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
244, ,,1,fronting.22,Makayla wondered if the question about the equation stumped the students.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
245, ,,1,incongruent.42,"I don't know its location, but Laura says that she restored a house outside of town.",21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
246, ,,1,BA.25,What did the report by the investigator influence?,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
247,Was the critic fired?,7,1,NP.17,Ava wondered if the review by the critic affected the ticket sales.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
248, ,,1,incongruent.57,The ship disappeared into the thick fog.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
249, ,,1,cleft.87,Brooke wondered who the rejection by the judge infuriated.,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
250, ,,1,BA.23,"I don't know who, but Dennis said that he congratulated someone at the banquet.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
251, ,,1,BVA.34,"I didn't bury anything, but Henry says that he buried a box near the river.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
252,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Was the winter harsh?,9,1,congruent.13,The winter was very harsh this water.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
254, ,,1,yn.54,"I don't know its title, but Pete claims that he sang a song at the show.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
255, ,,1,RA.88,"I didn't protest anything, but Sally says that she protested something during the break.",66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
256,Was the survey about the movie?,7,1,cleft.67,Natalie wondered what the survey about the debate revealed.,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
257, ,,1,Control.58,Jack ordered a hamburger and french fries.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
258, ,,1,congruent.28,What did the statue of the president block?,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
259, ,,1,BA.28,Addison wondered if the rumor about the governor amused the reporter.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
260,Did John assign someone to the project?,9,1,BVA.62,"I don't know who, but John said that he assigned someone to the project.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
261, ,,1,incongruent.43,Who did the review of the book interest?,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
262,Was the story about the parade?,7,1,Control.43,Chloe wondered if the story by the reporter uncovered the scandal.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
263, ,,1,BVA.89,"I didn't email anyone, but Brittany said that she emailed someone about the job.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
264, ,,1,fronting.16,Stephanie wondered who the sketch of the building offended.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
265, ,,1,NP.83,"I didn't kiss anyone, but Merissa claims that she kissed a guy at the formal.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
266,Did Lisa learn an equation?,9,1,BA.24,"I didn't learn anything, but Lisa says that she learned an equation at the conference.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
267, ,,1,NP.15,Did the testimony by the victim allege the coverup?,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
268, ,,1,cleft.88,Her new shoes were the wrong year.,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
269, ,,1,incongruent.58,"I don't know her name, but Joe said that he sketched a model for the class.",21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
270, ,,1,fronting.23,The young boy punted the football.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
271, ,,1,RA.28,Did the song about the competition inspire the composer?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
272, ,,1,yn.49,"I don't know what, but Lee said that he drank something before the game.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
273,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Did the candidate drop out of the race?,7,1,Control.44,Zoe wondered if the speech by the candidate energized the volunteers.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
275, ,,1,NP.44,Karen awoke after a bad dream.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
276, ,,1,congruent.29,"I don't know its value, but Kelsey claims that she won a scholarship in the contest.",5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
277, ,,1,Control.59,Their picnic was ruined by the broom.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
278, ,,1,RA.18,Who did the song about the puppies amuse?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
279, ,,1,BA.26,"I didn't inherit anything, but Steve said that he inherited a painting from the estate.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
280, ,,1,yn.62,"I don't know what, but Sam said that he ordered something from the internet. ",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
281,Did they raise pigs?,9,1,NP.01,They raised pigs on their farm.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
282, ,,1,fronting.24,Faith wondered who the statue of the president amazed.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
283, ,,1,RA.40,Did the tutorial by the engineer save the project?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
284,Did Jennifer purchase a book?,7,1,cleft.70,"I didn't chase anyone, but Jennifer said that she chased a tenant down the hall.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
285, ,,1,BA.29,Victoria wondered what the trial of the senator proved.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
286,Was the theory about the comet?,9,1,incongruent.44,What did the theory about the comet reveal?,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
287, ,,1,fronting.17,Anna wondered if the theory by the physicists deserved the Nobel Prize.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
288, ,,1,BVA.79,"I don't know her name, but Oliver claimed that he debated a professor at the conference.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
289, ,,1,yn.50,"I don't know who, but Chris said that he identified someone in the lineup.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
290,Was there a story about ghosts?,7,1,incongruent.59,Did the story about the dancers entertain the girls?,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
291, ,,1,cleft.89,"I didn't counsel anyone, but Megan said that she counseled someone at the office.",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
292, ,,1,BVA.13,I generally smoke filtered menthol energy.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
293, ,,1,congruent.14,"I didn't buy anything, but Laurel says that she bought something after the show.",6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
294,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295, ,,1,Control.45,It's unlucky to walk under a ship.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
296,Did Kevin buy a video game?,7,1,yn.51,"I didn't notify anyone, but Kevin claimed that he notified an instructor about the computer.",129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
297,Did Mara unload something at the warehouse?,9,1,NP.41,"I didn't unload anything, but Mara said that she unloaded something at the warehouse.",65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
298, ,,1,BA.30,"I don't know who, but Cory said that he despised someone at the agency.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
299, ,,1,BVA.04,"I don't know its purpose, but Jack said that he investigated a cabin in the woods.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
300, ,,1,fronting.25,Did the video of the riot record the arrests?,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
301,Was there a tweet by an actress?,9,1,yn.66,Sydney wondered if the tweet by the actress mocked the movie.,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
302,Did Holly inform an attorney?,9,1,incongruent.45,"I don't know his name, but Holly says that she informed an attorney about the lawsuit. ",23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
303, ,,1,RA.24,Motorcycles can create a lot of noise.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
304, ,,1,congruent.15,Alexa wondered if the thesis by the student impressed the committee members.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
305, ,,1,BVA.45,"I didn't book anyone, but Justin said that he booked someone for the festival.",68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
306,Did Frank photograph the mountain?,7,1,cleft.90,"I don't know what, but Frank said that he lost something in the city. ",136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
307, ,,1,RA.60,Who did the testimony about the weapon convince?,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
308, ,,1,BA.27,"I didn't plant anything, but Madison claimed that she planted a flower in the field.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
309, ,,1,fronting.19,They heated the pool with solar pepper.,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
310, ,,1,incongruent.60,Jasmine wondered what the verdict from the judge caused.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
311, ,,1,Control.60,Did the video about the accident educate the young drivers?,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
312, ,,1,congruent.30,Katelyn wondered who the tweet about the protest offended.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
313, ,,1,cleft.71,What did the tutorial on the internet teach?,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
314, ,,1,NP.22,Yesterday they canoed down the river.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
