order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
170,الممثلة رفضت دورها؟,7,5,Control.14,"يوم أنا كنت في المسرح، الممثلة مثلت الدور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
171,,,5,BA.37,"يوم هي كانت في الموقع، الممثلة عارضت الكاتب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
172,,,5,yn.59,كانت الطباخة المحبوبة طابخة ربيان في البرنامج المباشر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
173,,,5,incongruent.37,"كل يوم اثنين، المزارع يقص المخزن.",22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
174,,,5,BVA.26,كل طفل صغير يأكل نفسه في الحضانة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
175,,,5,RA.47,الطالبة المجتهدة تكافئ نفسها بعد الامتحان.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
176,,,5,fronting.35,شو كان التاجر النصاب يبيع في سوق الخضرة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
177,الشجاع يقنع نفسه؟,7,5,RA.07,الشخص الخواف يقنع نفسه قبل التجربة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
178,,,5,fronting.40,منو كان المعلم الشديد يهزب في الصف الصبح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
179,,,5,incongruent.52,حنفية الحمام قامت المكتبة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
180,,,5,yn.82,كانت الشاعرة الحساسة توصف الوطن في الديوان المشهور؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
181,,,5,Control.13,"يوم أنا كنت في المكتب، المدير نظم الاجتماعات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
182,,,5,BVA.69,كل ام متوتره تحاسب نفسها على الحادث.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
183,البنت تزقر حد؟,9,5,cleft.02,منو اللي كانت البنت المسطله تزقره في مسيد المحطه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
184,,,5,congruent.22,الأولاد ساعدوا مهرة تلمع سيارتها.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
185,الوزير قابل الرئيس؟,9,5,BA.52,"يوم هو كان في العاصمة، الوزير قابل الرئيس.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
186,,,5,NP.66,كل رياضي متحمس يشجع الفريق في المباراة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
187,,,5,congruent.07,ساره جبتلها الكورنفلكس في الملة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
188,,,5,cleft.13,شو اللي كان المغامر الخواف يسمعه في البيت المسكون؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
189,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,,,5,cleft.74,شو اللي كان الممرض المتوتر يراجعه قبل شفته الياي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
191,,,5,BA.33,"يوم هي كانت في الحديقة، الشغالة شلت اليهال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
192,,,5,cleft.05,شو اللي كانت الحرمه المستعيله تدوره في الجمعية اليديده؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
193,,,5,fronting.30,شو كان المدرب العطشان يشرب في ملعب الكوره؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
194,,,5,Control.6,"يوم أنا كنت في العمليات، الدكتور غلط بالجهاز.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
195,الوزيرة ما رشحوها ؟,7,5,yn.55,كانت الوزيرة المرشحة تقترح قوانين في خطابها الأخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
196,,,5,RA.52,الطفل الصغير يأكل نفسه في الحضانة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
197,,,5,BA.48,"يوم هو كان في المطار، الطيار لاقى المضيفة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
198,محمد مدد عضلاته؟,9,5,congruent.03,قبل لا يتمرن محمد دوم يمدد عضلاته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
199,الكواكب تدور حول القمر؟,7,5,incongruent.33,كل الكواكب تدور حول الرقم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
200,,,5,BVA.80,كل صيدلاني مريض يعالج نفسه من الصيدلية.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
201,,,5,Control.4,"يوم أنا كنت في الصف، المعلمة هزبت الطلاب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
202,,,5,yn.78,كان الكاتب المثقف يترجم شكسبير من الكتاب العظماء؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
203,الأم تحضن حد في المدرسة؟,9,5,fronting.27,منو كانت الأم الحنونة تحضن في المدرسة الابتدائية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
204,,,5,NP.74,كل سواق حريص يراجع الزبون قبل الرحلة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
205,,,5,BVA.14,كل دكتورة تجميل تراعي نفسها عشان التسويق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
206,,,5,congruent.18,مريم وزنت نفسها في ميزان الحمام.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
207,,,5,RA.55,البنت العطشانة تشرب نفسها من الكوب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
208,,,5,incongruent.48,خالد خم الأرض بالاجتماع.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
209,,,5,NP.71,كل رسامة معروفة ترسم المشاهير عشان تنشهر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
210,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,القطوة فروها أبيض؟,9,5,congruent.16,قطوتي مغطاية بفرو أبيض.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
212,,,5,RA.42,المربية المسؤولة تعاتب نفسها عشان العيال.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
213,السماج خواف؟,7,5,fronting.21,منو كان السماج الشجاع ينقذ في وسط البحر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
214,,,5,incongruent.31,"عقب ما انسرقوا، الضحية اتصلت بالميل.",22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
215,,,5,BA.46,"يوم هو كان في المستشفى، الدكتور عالج المريض.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
216,,,5,BVA.53,كل طباخة محترفه تاكل نفسها من الطبخة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
217,,,5,Control.3,"يوم أنا كنت في الموقع، المهندس فحص التصنيع.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
218,,,5,yn.52,كان المخرج الأجنبي يكلم الممثلة عن الفيلم اليديد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
219,,,5,NP.25,كل معلمة مرتبة تراجع طلابها بعد الحصص.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
220,رسم نفسه؟,9,5,BVA.70,كل ولد صغير يرسم نفسه في الشخابيط.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
221,,,5,fronting.28,شو كان الولد الصغير يشتري من الدكان العصر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
222,,,5,cleft.01,شو اللي كان المذيع اللبق يسأله في الاذاعه الصباحية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
223,,,5,BA.31,"يوم هي كانت في المستشفى، الممرضة نصحت المريض.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
224,,,5,cleft.72,شو اللي كانت المعلمة البشوشه تغنيه في طابور الصباح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
225,,,5,incongruent.46,ميثا سخنت مرضعة الحليب للنبتة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
226,,,5,NP.78,كل ريال غني يدلع العمال بعد الشقى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
227,البيطري راقد؟,7,5,yn.68,كان البيطري الشاطر يعالج جلب من مرضى العيادة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
228,,,5,Control.1,"يوم أنا كنت في الحديقة، المزارعة بعدت الأطفال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
229,,,5,RA.19,الدكتور المخطئ يعاتب نفسه بعد العمليات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
230,,,5,congruent.01,أنثى الدياية يسمونها دجاجة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
231,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,,5,NP.76,كل موسيقي حساس يسمع الفرقة في التسجيلات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
233,,,5,fronting.39,منو كان الزبون البخيل يكاسر في محل العطور؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
234,,,5,RA.29,الرياضية المبتدئة تقنع نفسها قبل التمرين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
235,,,5,congruent.21,المساعد عبى السيارة بترول.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
236,الممرضة تتحدى المريض؟,7,5,NP.73,كل ممرضة مبتدئة تتحدى الدكاترة في الشغل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
237,,,5,Control.11,"يوم أنا كنت في الملعب، المدرب درب اللاعبين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
238,,,5,yn.58,كان العالم المعاصر دارس طب في جامعة الإسكندرية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
239,المسجونة تسامح نفسها؟,9,5,BVA.61,كل مسجونه ندمانه تسامح نفسها بعد الخروج.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
240,,,5,Control.12,"يوم أنا كنت في المعرض، الرسامة عرضت اللوحات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
241,,,5,BA.36,"يوم هي كانت في الاستديو، المذيعة حيت الجمهور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
242,,,5,BVA.46,كل موظف زهقان يكافئ نفسه بعد المشروع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
243,,,5,incongruent.36,"يوم كانوا يلعبون الطائرة، محمد ضرب فلوسه.",23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
244,,,5,cleft.12,شو اللي كان الشاب الشبعان يترياه عند كاشير المطعم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
245,,,5,BA.51,"يوم هو كان في المدرسة، الأخصائي عاقب الطلاب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
246,,,5,cleft.77,شو اللي كان المصور الطموح يصوره عشان يطور الاستوديو؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
247,,,5,RA.86,الشيبة الحكيم يثقف نفسه من التجارب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
248,,,5,yn.81,كانت الصحفية العنيدة تعارض الجراح في المقال الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
249,,,5,incongruent.51,السنة الدراسية بدت في الجسر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
250,اليدران جدام؟,7,5,fronting.34,شو كان الرسام المحترف يرسم على اليدران الجديمة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
251,كلنا فراخ بالزبدة؟,9,5,congruent.06,وقت الفلم كلنا فراخ بالزبدة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
252,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,,,5,incongruent.34,سيف صب صوص على المرض.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
254,,,5,Control.9,"يوم أنا كنت في المركز، الشرطي حقق القضية.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
255,,,5,cleft.75,شو اللي كان المهندس المصاب شايلنه قبل الحادث الكبير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
256,,,5,RA.09,الرياضي المهتم يجهز نفسه قبل المسابقة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
257,,,5,Control.7,"يوم أنا كنت في المستشفى، الصيدلانية صرفت الأدوية.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
258,المدمن شال بخاطره؟,7,5,NP.33,كل مدمن متشافي يسامح المسبب عشان العلاج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
259,,,5,BA.49,"يوم هو كان في المحكمة، القاضي عاقب المجرم.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
260,,,5,congruent.19,عبدالله طاح وجرح ركبته.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
261,,,5,BVA.72,كل كاتب محبوب يتحدى نفسه عشان النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
262,,,5,NP.65,كل مديرة طموحة ترشح الحريم عشان المركز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
263,,,5,fronting.33,منو كان المصور الفنان يصور على مسرح القاعة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
264,,,5,incongruent.49,هي لبست كعبها المختم.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
265,الممثلة تجمل نفسها؟,9,5,BVA.36,كل ممثلة مخلصه تجمل نفسها عشان الدور.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
266,,,5,congruent.04,مروه مول ما تقدر تقول جذبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
267,الأم تطبخ في المطبخ الخارجي؟,9,5,cleft.06,شو اللي كانت الام المشغوله تطبخه في المطبخ الخارجي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
268,,,5,yn.79,كانت الموظفة المكروفة تساعد المدير في المشروع المتأخر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
269,,,5,BA.34,"يوم هي كانت في الطيارة، المضيفة ساعدت المسافرين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
270,,,5,yn.56,كانت الساحرة الشريرة تخطط بروحها في الكتاب المشوق؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
271,,,5,fronting.31,شو كانت المعلمه الذكيه تقرا في المكتبه الهادية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
272,المحاسبة تهمل نفسها؟,7,5,RA.30,المحاسبة الجديدة تعلم نفسها عشان التقييم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
273,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,,,5,fronting.37,شو كانت الحرمة اللغايه تقول في عزيمة الاهل؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
275,,,5,incongruent.38,الأبو قطع الديج الرومي بالشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
276,العامل يبيع حلاوه؟,7,5,yn.60,كان العامل الشيبة يبيع خضرة في محله الصغير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
277,,,5,RA.39,المديرة المهتمة تطمن نفسها بعد النجاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
278,كتب رسالة؟,9,5,congruent.08,كتب لها رسالة حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
279,,,5,BVA.59,كل حرمه شجاعة تحبب نفسها في المجتمع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
280,الطراد مر بسهولة؟,7,5,incongruent.53,الطراد مر بسهولة تحت الساعة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
281,,,5,yn.83,كانت المذيعة اللطيفة تكلم شيرين على الراديو الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
282,,,5,BA.38,"يوم هي كانت في السوق، الخياطة كاسرت التاجر.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
283,,,5,NP.67,كل مغنية مشهورة تشجع الفرقة قبل الاستعراض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
284,,,5,cleft.14,شو كانت المستشاره المتسامحة تشرحه في غرفة الاجتماع؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
285,الكهربجي ما طلب مبلغ؟,9,5,BA.53,"يوم هو كان في البيت، الكهربجي حاسب الابو.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
286,,,5,Control.15,"يوم أنا كنت في المطار، الطيار تجهز للإقلاع.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
287,,,5,congruent.23,الأسمدة تحسن جودة التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
288,,,5,BVA.68,كل مجرم مسجون يحاسب نفسه على الحكم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
289,,,5,fronting.41,منو كان الممثل المشهور ينافس في الاوسكار الاخير؟ ,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
290,,,5,RA.10,المتسلق الخبير يحمي نفسه قبل التسلق.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
291,,,5,cleft.04,منو اللي كان الشخص المريض يترياه في المستشفى الصغيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
292,,,5,NP.54,كل باريستا تعبان يشرب الزبائن من القهوة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
293,,,5,Control.16,"يوم أنا كنت في الاجتماع، السكرتيرة كتبت الملاحظات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
294,,,5,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,,,5,congruent.13,سالم طلب برجر وبطاط مقلي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
296,,,5,yn.88,كان اليد الحنون يحضن الولد عشان يوقف صياح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
297,,,5,RA.28,الرسامة المبهرة تنظف نفسها بعد الرسم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
298,,,5,cleft.16,منو اللي كانت الممرضة الطيبة تساعده في غرفة الطواري؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
299,,,5,Control.28,"يوم أنا كنت في الاستوديو، المذيعة نشرة الأخبار.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
300,,,5,congruent.28,الولد الصغير شات الكورة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
301,النجار درب المساعد؟,9,5,BA.58,"يوم هو كان في الورشة، النجار درب المساعد.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
302,,,5,BVA.62,كل موظف مركز يختبر نفسه بعد المشروع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
303,,,5,incongruent.43,جوتيها اليديد كان كبير سنه.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
304,,,5,Control.24,"يوم أنا كنت في الجم، المدرب مرن المتسابقين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
305,,,5,BVA.89,كل خياطة معروفة تدرب نفسها على التطريز.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
306,,,5,fronting.49,منو كان الاب الفخور يشجع في مباراة الكورة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
307,,,5,NP.15,كل مريض معدي يحبس أهله في الحجر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
308,,,5,BA.43,"يوم هي كانت في البيت، الممرضة ساعدت الام.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
309,المريضة تطمن ولدها؟,7,5,NP.83,كل مريضة متوترة تطمن الدكتور بعد العلاج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
310,,,5,cleft.23,شو اللي كان الطباخ المحترف يجهزه في مطبخ المطعم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
311,,,5,incongruent.58,الشتاء كان وايد قاسي هالماي.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
312,البطلة تحارب حد؟,9,5,fronting.54,منو كانت البطلة الشجاعة تحارب في اخر رواية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
313,,,5,RA.88,المدرس المضغوط يهدي نفسه بعد الامتحانات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
314,الخياطة عقت الفستان؟,7,5,yn.67,كانت الخياطة الشاطرة تطرز فستان حق العروس الحلوة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
