order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
169,المرضعة فيها حليب؟,9,3,congruent.46,ميثا سخنت مرضعة الحليب للبيبي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
170,,,3,RA.25,المعلمة المرتبة تراجع نفسها بعد الحصص.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
171,البيطري كان راقد؟,7,3,fronting.68,منو كان البيطري الشاطر يعالج من مرضى العيادة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
172,,,3,incongruent.01,أنثى الدياية يسمونها نجمة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
173,,,3,BA.3,"يوم هو كان في الموقع، المهندس فحص التصنيع.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
174,,,3,BVA.42,كل مربية مسؤوله تعاتب نفسها عشان العيال.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
175,,,3,Control.46,"يوم أنا كنت في المستشفى، الدكتور عالج المريض.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
176,,,3,yn.01,كان المذيع اللبق يسأل الحضور في الاذاعة الصباحية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
177,,,3,NP.53,كل طباخة محترفة تأكل المساعد من الطبخة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
178,الدكتور المخطء يعاتب نفسه؟,9,3,BVA.19,كل دكتور يخطء يعاتب نفسه بعد العمليات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
179,,,3,fronting.52,منو كان المخرج الاجنبي يكلم عن الفلم اليديد؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
180,,,3,cleft.28,شو اللي كان الولد الصغير يشتريه من الدكان العصر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
181,,,3,BA.1,"يوم هي كانت في الحديقة، المزارعه بعدت الاطفال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
182,,,3,cleft.21,منو اللي كان السماج الشجاع ينقذه في وسط البحر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
183,,,3,incongruent.16,قطوتي مغطاية بفرو لزج.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
184,,,3,NP.70,كل ولد صغير يرسم أمه في الشخابيط.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
185,المعلمة تهزب الطلاب في الطابور؟,7,3,yn.72,كانت المعلمه البشوشة تغني النشيد في الطابور الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
186,,,3,Control.31,"يوم أنا كنت في المستشفى، الممرضة نصحت المريض.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
187,,,3,RA.78,الريال الغني يدلع نفسه بعد الشقى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
188,,,3,congruent.31,"عقب ما انسرقوا، الضحية اتصلت بالشرطة.",6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
189,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,,,3,congruent.32,"عقب العشاء، هم غسلوا الصحون.",5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
191,,,3,yn.03,كان الطالب الشاطر يذاكر للامتحان في مكتبة الجامعة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
192,,,3,fronting.69,منو كان الريال المحترم يحب من بنات الجيران؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
193,السواق اليديد يطمن نفسه؟,9,3,BVA.82,كل سواق يديد يطمن نفسه قبل الأمتحان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
194,,,3,congruent.47,حمد عبى القلم بالحبر.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
195,,,3,BA.5,"يوم هو كان في المكتب، المحاسب راجع الحسابات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
196,,,3,yn.73,كانت المحامية الجريئة تعرض الحقيقة في جلسة المحكمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
197,,,3,BVA.81,كل دكتورة كبيرة تعالج نفسها في المستشفى.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
198,,,3,Control.32,"يوم أنا كنت في المدرسة، المعلمة علمت الأطفال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
199,الجراحة تتتابع مسلسل قبل العملية؟,7,3,RA.85,الجراحة الحريصة تجهز نفسها قبل العملية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
200,,,3,NP.21,كل ممثل مغرور مدح المخرج وقت العرض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
201,,,3,incongruent.17,نيويورك مدينة وايد حامضة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
202,,,3,fronting.53,شو كان الولد الصغير فايز في مسابقة الرسم؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
203,المحامية كانت تتغدا قبل الجلسة؟,7,3,NP.75,كل محامية متوترة تراجع المتهم قبل الجلسة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
204,,,3,cleft.26,منو اللي كان المشجع المتحمس يشجعه في بطوله الرماية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
205,,,3,BA.2,"يوم هي كانت في المطبخ، الطباخة علمت المبتدأين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
206,,,3,Control.47,"يوم أنا كنت في الموقع، المهندس فحص الشغل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
207,,,3,incongruent.02,ميثا تفرش أسنانها بعد كل طاولة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
208,,,3,RA.20,المسبب للحادث يعاتب نفسه بعد الاذى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
209,الكهربجي يشتغل في محل الالكترونيات؟,9,3,cleft.29,شو اللي كان الكهربجي المتقن يصلحه في محل الالكترونيات؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
210,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,,,3,cleft.27,منو اللي كانت الأم الحنونة تحضنه في المدرسة الابتدائية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
212,,,3,BA.4,"يوم هي كانت في الصف، المعلمة هزبت الطلاب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
213,,,3,cleft.30,شو اللي كان المدرب العطشان يشربه في ملعب الكوره؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
214,,,3,fronting.55,شو كانت الوزيرة المرشحة تقترح في خطابها الاخير؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
215,,,3,Control.48,"يوم أنا كنت في المطار، الطيار لاقى المضيفة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
216,الحرمة اللي في الجمعية تدورعلى راحتها؟,7,3,yn.05,كانت الحرمة المستعيلة تدور العصير في الجمعية اليديده؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
217,,,3,RA.74,السواق الحريص يراجع نفسه قبل الرحلة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
218,,,3,BA.6,"يوم هو كان في العمليات، الدكتور غلط بالجهاز.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
219,الكواكب تدور؟,9,3,congruent.33,كل الكواكب تدور حول الشمس.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
220,محمد مدد عضلاته قبل التمرين؟,7,3,incongruent.03,قبل لا يتمرن محمد دوم يمدد كلماته.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
221,,,3,BVA.52,كل طفل صغير يأكل نفسه في الحضانة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
222,,,3,Control.33,"يوم أنا كنت في الحديقة، الشغالة شلت اليهال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
223,,,3,yn.74,كان الممرض المتوتر يراجع الحالات قبل شفته الياي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
224,الكاتب يترجم كتب؟,9,3,fronting.78,منو كان الكاتب المثقف يترجم من الكتاب العظماء؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
225,,,3,NP.80,كل صيدلي مريض يعالج المرضى من الصيدلية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
226,,,3,BVA.55,كل بنت عطشانه تشرب نفسها من الكوب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
227,,,3,congruent.48,خالد خم الأرض بالمخمة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
228,,,3,RA.71,الرسامة المعروفة ترسم نفسها عشان تنشهر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
229,,,3,incongruent.18,مريم وزنت نفسها في ميزان الكواكب.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
230,,,3,NP.14,كل دكتورة تجميل تراعي مرضاها عشان التسويق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
231,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,,3,incongruent.04,مروه مول ما تقدر تقول دويرة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
233,,,3,Control.49,"يوم أنا كنت في المحكمة، القاضي عاقب المجرم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
234,,,3,cleft.33,منو اللي كان المصور الفنان يصوره على المسرح القاعة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
235,,,3,RA.33,المدمن المتشافي يسامح نفسه عشان العلاج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
236,,,3,Control.34,"يوم أنا كنت في الطيارة، المضيفة ساعدت المسافرين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
237,الكاتب ما يهتم للشخصيات لنجاح الكتاب؟,7,3,NP.72,كل كاتب محبوب يتحدى الشخصيات عشان النجاح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
238,,,3,BA.9,"يوم هو كان في المركز، الشرطي حقق القضية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
239,,,3,congruent.49,هي لبست كعبها العالي.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
240,,,3,BVA.09,كل رياضي مهتم يجهز نفسه قبل المسابقة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
241,,,3,NP.36,كل ممثلة مخلصة تجمل الشخصية عشان الدور.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
242,,,3,fronting.79,منو كانت الموظفة المكروفه تساعد في المشروع المتأخر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
243,,,3,incongruent.19,عبدالله طاح وجرح الموزة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
244,المحاسبه تجهز للتقييم؟,9,3,BVA.30,كل محاسبه يديده تعلم نفسها عشان التقييم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
245,,,3,congruent.34,سيف صب صوص على الستيك.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
246,المكتبة هادية؟,9,3,cleft.31,شو اللي كانت المعلمه الذكيه تقراه في المكتبه الهادية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
247,,,3,yn.75,كان المهندس المصاب شايل البضاعة قبل الحادث الكبير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
248,,,3,BA.7,"يوم هي كانت في المستشفى، الصيدلانية صرفت الادوية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
249,,,3,yn.06,كانت الام المشغولة تطبخ الغدا في المطبخ الخارجي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
250,,,3,fronting.56,شو كانت الساحرة الشريرة تخطط في الكتاب المشوق؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
251,المديرة ترشح نفسها للمعرض؟,7,3,RA.65,المديرة الطموحة ترشح نفسها عشان المركز.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
252,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,السواق يوصل الزباين؟,9,3,Control.50,"يوم أنا كنت في الشغل، السواق وصل الزبون.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
254,,,3,fronting.80,منو كانت البنت المتأخره تتريا عشان يخلص شغلة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
255,,,3,BA.8,"يوم هي كانت في العمليات، الممرضة ساعدت الدكتور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
256,عبدالله كتب كتاب؟,7,3,incongruent.05,عبدالله كتب جزء من شراب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
257,,,3,cleft.36,منو اللي كان الولد الضايع يدوره في المجمع الكبير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
258,,,3,BVA.87,كل ممثلة قديرة تثقف نفسها من الأدوار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
259,,,3,RA.58,المغني المغرور يحب نفسه في الاستعراض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
260,,,3,congruent.50,هي بهرت الستيك بالفلفل الأسود.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
261,,,3,BVA.27,كل متدرب شغوف يعلم نفسه عشان الأختبار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
262,,,3,yn.76,كان الجار اللطيف ماخذ هدية من الجيران اليداد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
263,,,3,RA.11,الأم المقصرة تسامح نفسها على التقصير.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
264,,,3,BA.10,"يوم هو كان في الميناء، البحار جهز طراده.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
265,الدكتورة في المؤتمر التوعوي؟,7,3,fronting.57,شو كانت الدكتورة الجامعية تناقش في المؤتمر العملي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
266,,,3,incongruent.20,هي مسمايه على كيكتها.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
267,,,3,Control.35,"يوم أنا كنت في المكتب، السكرتيرة نظمت المستندات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
268,,,3,congruent.35,شرينة كل ربيعاتها يحبونها.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
269,الياهل يتابع التلفزيون؟,9,3,cleft.32,شو اللي كان الياهل الكسلان يشوفه على تلفزيون الصالة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
270,,,3,NP.08,كل رسام محترف يعلم المبتدأين في الستوديو.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
271,,,3,yn.09,كان التلميذ المشغول يحل الواجب في قاعة المدرسة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
272,,,3,NP.31,كل مسافرة متحمسة تجهز أهلها قبل السفر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
273,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,,,3,NP.46,كل موظف زهقان يكافئ المساعدين بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
275,,,3,fronting.81,منو كانت الصحفية العنيده تعارض في المقال الصبح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
276,,,3,RA.73,الممرضة المبتدئة تتحدى نفسها في الشغل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
277,,,3,congruent.51,السنة الدراسية بدت في الخريف.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
278,المسجونة شاله بخاطرها؟,7,3,NP.61,كل مسجونة ندمانة تسامح القاضي بعد الخروج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
279,,,3,Control.51,"يوم أنا كنت في المدرسة، الأخصائي عاقب الطلاب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
280,,,3,yn.12,كان الشاب الشبعان يتريا الفاتورة عند كاشير المطعم؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
281,الرياضية مبتدأه؟,9,3,BVA.29,كل رياضيه مبتدأه تقنع نفسها قبل التمرين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
282,,,3,Control.36,"يوم أنا كنت في الاستديو، المذيعة حيت الجمهور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
283,,,3,BA.12,"يوم هي كانت في المعرض، الرسامه عرضت اللوحات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
284,,,3,BVA.86,كل شيبه حكيم يثقف نفسه من التجارب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
285,,,3,incongruent.06,وقت الفلم كلنا فراخ بالحطب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
286,,,3,cleft.34,شو اللي كان الرسام المحترف يرسمه على اليدران الجديمة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
287,,,3,BA.11,"يوم هو كان في الملعب، المدرب درب اللاعبين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
288,,,3,cleft.39,منو اللي كان الزبون البخيل يكاسره في محل العطور؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
289,,,3,RA.76,الموسيقي الحساس يسمع نفسه في التسجيلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
290,,,3,yn.77,كان المصور الطموح يصور الغابة عشان يطور الاستوديو؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
291,,,3,incongruent.21,المساعد عبى السيارة جاي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
292,العالم في جامعة نيويورك؟,7,3,fronting.58,شو كان العالم المعاصر يدرس في جامعة الاسكندرية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
293,محمد ضرب راسه؟,9,3,congruent.36,"يوم كانوا يلعبون الطائرة، محمد ضرب راسه.",7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
294,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,,,3,NP.69,كل أم متوترة تحاسب العيال على الحادث.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
296,الممثله تتفق ويا الكاتب؟,7,3,Control.37,"يوم أنا كنت في الموقع، الممثلة عارضت الكاتب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
297,,,3,BA.14,"يوم هي كانت في المسرح، الممثلة مثلت الدور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
298,,,3,yn.13,كان المغامر الخواف يسمع اصوات في البيت المسكون؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
299,,,3,incongruent.07,ساره جبتلها الكورنفلكس في البحر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
300,,,3,BVA.07,كل شخص خواف يقنع نفسه قبل التجربة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
301,,,3,RA.77,الممثلة الصوتية تسمع نفسها في الأفلام.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
302,,,3,fronting.59,شو كانت الطباخة المحبوبة تطبخ في البرنامج المباشر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
303,الرياضي يشجع المنافسين؟,7,3,RA.66,الرياضي المتحمس يشجع نفسه في المباراة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
304,,,3,fronting.82,منو كانت الشاعره الحساسه توصف في الديوان المشهور؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
305,,,3,incongruent.22,الأولاد ساعدوا مهرة تلمع الحشيش.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
306,,,3,yn.02,كانت البنت المسطلة تزقر امها في مسيد المحطه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
307,,,3,Control.52,"يوم أنا كنت في العاصمة، الوزير قابل الرئيس.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
308,,,3,BVA.47,كل طالبة مجتهده تكافئ نفسها بعد الامتحان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
309,المعلم معصب؟,9,3,cleft.40,منو اللي كان المعلم الشديد يهزبه في الصف الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
310,,,3,congruent.52,حنفية الحمام قامت تسرب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
311,المدير ينظم أجنماعات المكتب؟,9,3,BA.13,"يوم هو كان في المكتب، المدير نظم الاجتماعات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
312,,,3,NP.26,كل طفل صغير يأكل لعبته في الحضانة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
313,,,3,congruent.37,"كل يوم اثنين، المزارع يقص العشب.",6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
314,,,3,cleft.35,شو اللي كان التاجر النصاب يبيعه في السوق الخضرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
