taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,1,RA.54,那个 厂长 上任 的时候 说 自己 听了 中肯的 建议。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,condition3.39,每个 玩家 体验 的时候 都 说 游戏角色 杀了 重要的 敌人。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,thehell.24,王五 想知道 那个 药店的 药师 到底 配了 什么 给 院长的 病人。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.114,那个 教官 训练 的时候 说 自己 吃了 不少的 苦头。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.54,那个 粗心的 吸烟者 在森林里 造成了 一场 长跑。,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,1,condition3.99,每个 网管 上网 的时候 都 说 电脑黑客 设了 安全的 密码。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.39,弗雷德 把 鸡蛋 放上了 桌子。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
玛丽有邻居吗？,9,1,insitu.09,米奇 想知道 那个 商场的 销售 卖了 什么 给 玛丽的 邻居。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition4.84,那个 牧师 传教 的时候 说 书店销售 带了 精美的 书籍。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,RA.115,那个 探员 办案 的时候 说 自己 写了 详实的 报告。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.25,小提琴家 演奏了 神圣的 派对。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition3.100,每个 保洁 打扫 的时候 都 说 隔壁大妈 洗了 红色的 抹布。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
孩子是凯莉的孩子吗？,7,1,insitu.10,雪莉 想知道 那个 家庭的 邻居 喂了 什么 给 汤姆的 孩子。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.40,他 从 糖果店 买了 软糖。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
翻译说自己记了满满的笔记吗？,9,1,RA.55,那个 翻译 工作 的时候 说 自己 记了 满满的 笔记。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.10,我 把 我的 名字 加到了 名单 上。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
,,1,condition4.85,那个 裁缝 缝纫 的时候 说 首席设计 用了 传统的 方法。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.25,吉米 想知道 那个 花店的 店员 到底 寄了 什么 给 学校的 老师。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
船员登船了吗？,9,1,condition3.40,每个 船员 登船 的时候 都 说 跟队记者 吃了 白色的 药片。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,insitu.55,凯伦 想知道 那个 乐队的 指挥 端了 什么 给 剧场的 保安。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.10,每个 老师 备课 的时候 都 说 自己 写了 详尽的 讲义。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yesno.85,凯特 想知道 那个 礼物的 主人 退了 那笔 定金 给 法国的 学生 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,condition4.25,那个 机长 起飞 的时候 说 空服人员 戴了 炫酷的 墨镜。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
店长是超市的吗？,7,1,yesno.40,帕克 想知道 那个 超市的 店长 订了 那盒 笔芯 给 小学的 导员 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.55,那场 讲座 持续了 一个世纪。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.70,约翰 想知道 那个 苏州的 艾比 到底 送了 什么 给 超市的 商人。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.70,每个 警察 巡逻 的时候 都 说 自己 吃了 简单的 晚饭。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
护士是医院的吗？,7,1,thehell.26,杰瑞 想知道 那个 餐馆的 厨师 到底 教了 什么 给 医院的 护士。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,condition3.101,每个 舞者 跳舞 的时候 都 说 舞蹈队长 穿了 合脚的 舞鞋。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.11,我 喜欢 咖啡 配 冰淇淋。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
电工回家了吗？,9,1,condition4.26,那个 电工 回家 的时候 说 小组组长 做了 很多的 工作。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,yesno.86,裘德 想知道 那个 公路的 警察 教了 那门 知识 给 牙医的 助理 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.56,那个 球童 捡球 的时候 说 自己 穿了 轻便的 衣服。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.41,他 解开了 脖子上的 领带。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
编剧说的是化学家用了好用的键盘吗？,7,1,condition3.41,每个 编剧 打字 的时候 都 说 历史学家 用了 好用的 键盘。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.56,牛群 在 泥地里 演讲。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.71,每个 船长 指挥 的时候 都 说 自己 下了 清晰的 命令。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yesno.41,佩吉 想知道 那个 邮轮的 船员 赔了 那辆 汽车 给 协会的 会长 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.26,小黄 穿了 一件 深色的 海岸。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,thehell.71,玛丽 想知道 那个 上海的 会长 到底 端了 什么 给 大学的 教授。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
记者做采访了吗？,9,1,BVA.11,每个 记者 采访 的时候 都 说 自己 提了 到位的 问题。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,insitu.56,菲比 想知道 那个 播客的 声优 讲了 什么 给 城堡的 守卫。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition4.86,那个 歌手 演出 的时候 说 助演嘉宾 喝了 温热的 白水。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,insitu.11,小沈 想知道 那个 书店的 导购 借了 什么 给 小说的 读者。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.116,那个 掌门 练功 的时候 说 自己 吃了 蓝色的 仙丹。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
管家说礼宾人员做了详尽的准备吗？,9,1,condition3.42,每个 管家 服务 的时候 都 说 礼宾人员 做了 详尽的 准备。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.27,那艘船 开往了 未知的 沙漠。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.57,那个 导购 推销 的时候 说 自己 给了 最低的 价格。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.42,他 寄出了 没有 邮票 的 信封。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,condition4.87,那个 犯人 入狱 的时候 说 团伙头目 犯了 严重的 错误。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
司机是送快递的吗？,7,1,yesno.42,赛琳 想知道 那个 快递的 司机 赔了 那只 杯子 给 军队的 长官 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.12,每个 摄影 拍摄 的时候 都 说 自己 装了 耐用的 电池。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.57,那个 运动员 跑了 三公斤。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.72,乔治 想知道 那个 成都的 教练 到底 讲了 什么 给 遗迹的 专家。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.72,每个 摊贩 摆摊 的时候 都 说 自己 定了 合理的 价格。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,insitu.12,老许 想知道 那个 医院的 护士 送了 什么 给 牙科的 病人。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition3.102,每个 诗人 创作 的时候 都 说 梦中情人 吃了 可口的 点心。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,insitu.57,布朗 想知道 那个 工程的 质检 还了 什么 给 公交的 司机。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.117,那个 矿工 干活 的时候 说 自己 戴了 防毒的 面具。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yesno.87,塞斯 想知道 那个 温泉的 前台 发了 那张 收据 给 日本的 僧侣 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
我点了牛排吗？,7,1,congruent.12,我 点了 火腿 和 芝士 和 三明治。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
,,1,condition4.27,那个 酒保 调酒 的时候 说 备菜团队 切了 新鲜的 柠檬。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
机场有警卫吗？,9,1,thehell.27,阿贝 想知道 那个 机场的 警卫 到底 退了 什么 给 银行的 职员。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,condition3.43,每个 博士 读书 的时候 都 说 指导老师 找了 大量的 文献。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.58,今年的 冬天 十分的 油腻。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
导游看了未来的天气吗？,9,1,BVA.13,每个 导游 带团 的时候 都 说 自己 看了 未来的 天气。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.28,小梁 想知道 那个 公园的 保洁 到底 捐了 什么 给 乡村的 学生。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.118,那个 队医 巡视 的时候 说 自己 带了 干净的 纱布。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,condition3.103,每个 模特 走秀 的时候 都 说 封面女郎 穿了 飘逸的 裙子。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
学生好学吗？,9,1,BVA.73,每个 大师 开班 的时候 都 说 自己 收了 好学的 学生。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,insitu.13,凯恩 想知道 那个 餐厅的 店员 端了 什么 给 老板的 客人。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
杰克点了奶昔吗？,7,1,congruent.13,杰克 在餐厅 点了 一份 汉堡 和 一份 薯条。,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.73,老郭 想知道 那个 酒厂的 厂长 到底 还了 什么 给 楼房的 销售。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.58,那个 官员 请客 的时候 说 自己 点了 多汁的 牛排。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yesno.88,卡尔 想知道 那个 剧场的 观众 捐了 那件 外套 给 广州的 孤儿 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,condition4.88,那个 新娘 结婚 的时候 说 伴娘团队 穿了 美丽的 婚纱。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.28,小男孩 喜欢 踢 瀑布。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,insitu.58,马克 想知道 那个 视频的 剪辑 读了 什么 给 网站的 美工。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.43,他 新鞋子的 大小 不合适。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
编剧是电视剧编剧吗？,7,1,yesno.43,米娅 想知道 那个 电影的 编剧 寄了 那条 裤子 给 剧院的 舞者 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,condition4.28,那个 保姆 打扫 的时候 说 接待人员 说了 大量的 问候。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,incongruent.59,野餐 被 大雨 祝福了。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yesno.89,老赵 想知道 那个 游艇的 船长 丢了 那碗 剩饭 给 海里的 动物 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.59,那个 院长 卸任 的时候 说 自己 做了 大胆的 改革。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,insitu.14,凯文 想知道 那个 乐园的 导游 讲了 什么 给 鬼屋的 游客。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
指挥听了动听的音乐吗？,9,1,BVA.14,每个 指挥 演出 的时候 都 说 自己 听了 动听的 音乐。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.44,我 一般 不 抽 香烟。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.119,那个 边检 敲章 的时候 说 自己 问了 相关的 问题。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,thehell.29,汪姨 想知道 那个 酒店的 前台 到底 丢了 什么 给 汽车的 技师。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
他们在农场吗？,7,1,incongruent.29,他们 在农场里 养 水。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition3.104,每个 政客 选举 的时候 都 说 政府部门 有了 远大的 计划。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,insitu.59,帕特 想知道 那个 片场的 制片 分了 什么 给 会场的 翻译。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition4.89,那个 国王 加冕 的时候 说 红衣主教 戴了 华美的 王冠。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,yesno.44,雷纳 想知道 那个 别墅的 管家 带了 那盏 灯笼 给 中学的 外教 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
编辑说新闻记者读了完美的稿件吗？,7,1,condition3.44,每个 编辑 改稿 的时候 都 说 新闻记者 读了 糟糕的 稿件。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,thehell.74,小吴 想知道 那个 寺庙的 大师 到底 读了 什么 给 中学的 学生。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.74,每个 销售 买菜 的时候 都 说 自己 讲了 优惠的 价格。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.14,凯伦 喝了 一罐 可乐。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
医生说药剂学家做了反复的测试吗？,9,1,condition4.29,那个 医生 看病 的时候 说 药剂学家 做了 反复的 测试。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,incongruent.30,他们 昨天 去 划了 猫。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,yesno.45,杰克 想知道 那个 化学的 博士 退了 那副 手套 给 网店的 专员 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.60,那个 僧侣 祷告 的时候 说 自己 拜了 庄严的 佛像。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yesno.90,杰瑞 想知道 那个 医院的 医生 买了 那张 地毯 给 公寓的 邻居 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
摩托车会发出噪音吗？,9,1,congruent.15,摩托车 会 发出 很多 噪音。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,thehell.75,阿秋 想知道 那个 街区的 居民 到底 分了 什么 给 站点的 小猫。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,condition3.105,每个 技师 修脚 的时候 都 说 理发师傅 听了 劲爆的 八卦。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,insitu.60,保罗 想知道 那个 球队的 球员 带了 什么 给 学院的 画家。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
钢笔是廉价的吗？,7,1,BVA.15,每个 作家 出书 的时候 都 说 自己 用了 精致的 钢笔。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,thehell.30,贝尔 想知道 那个 面包的 师傅 到底 买了 什么 给 警局的 侦探。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
木匠说设计老师用了不趁手的工具吗？,7,1,condition4.30,那个 木匠 做工 的时候 说 设计老师 用了 合适的 工具。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.45,路上 看见 黑猫 会 带来 坏运气。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.75,每个 会长 聚会 的时候 都 说 自己 喝了 醇厚的 白酒。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,condition4.90,那个 律师 出庭 的时候 说 控方证人 做了 充分的 准备。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.60,他们 用 太阳能 加热了 太阳。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.120,那个 机务 检修 的时候 说 自己 装了 足够的 燃油。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
高管炒股吗？,9,1,condition3.45,每个 高管 炒股 的时候 都 说 理财顾问 买了 最好的 股票。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,insitu.15,露丝 想知道 那个 剧场的 导演 还了 什么 给 舞剧的 演员。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
